drug_name,adr_category,description
cc1=c2c(c(=o)c3(c(cc4c(c3c(c(c2(c)c)(cc1oc(=o)c(c(c5=cc=cc=c5)nc(=o)c6=cc=cc=c6)o)o)oc(=o)c7=cc=cc=c7)(co4)oc(=o)c)o)c)oc(=o)c,Metabolism and nutrition disorders,1
c(cn)c(o)(p(=o)(o)o)p(=o)(o)o,Metabolism and nutrition disorders,1
cc(=o)oc1cc2ccc3c(c2(cc1[n+]4(ccccc4)c)c)ccc5(c3cc(c5oc(=o)c)[n+]6(ccccc6)c)c,Metabolism and nutrition disorders,1
cc(c)(co)c(c(=o)nccc(=o)nccssccnc(=o)ccnc(=o)c(c(c)(c)co)o)o,Metabolism and nutrition disorders,1
cc(c)(co)c(c(=o)nccco)o,Metabolism and nutrition disorders,1
coc1=c(c(=nc=c1)cs(=o)c2=nc3=c(n2)c=c(c=c3)oc(f)f)oc,Metabolism and nutrition disorders,1
c1cncc(c1c2=cc=c(c=c2)f)coc3=cc4=c(c=c3)oco4,Metabolism and nutrition disorders,1
cc(c)(c(c(=o)o)n)s,Metabolism and nutrition disorders,1
cc1(c(n2c(s1)c(c2=o)nc(=o)coc3=cc=cc=c3)c(=o)[o-])c,Metabolism and nutrition disorders,1
c1=cc(=cc=c1c(=n)n)occcccoc2=cc=c(c=c2)c(=n)n,Metabolism and nutrition disorders,1
cc1c2cc3=c(c1(ccn2cc=c(c)c)c)c=c(c=c3)o,Metabolism and nutrition disorders,1
cccc(c)c1(c(=o)nc(=o)nc1=o)cc,Metabolism and nutrition disorders,1
c1c(c(oc1n2c=nc3=c2nc=ncc3o)co)o,Metabolism and nutrition disorders,1
cc(=o)ccccn1c(=o)c2=c(n=cn2c)n(c1=o)c,Metabolism and nutrition disorders,1
cccn1cc(cc2c1cc3=cnc4=cc=cc2=c34)csc,Metabolism and nutrition disorders,1
c1cn(ccc1o)cccn2c3=cc=cc=c3sc4=c2c=c(c=c4)c#n,Metabolism and nutrition disorders,1
c1cn(ccn1cccn2c3=cc=cc=c3sc4=c2c=c(c=c4)cl)cco,Metabolism and nutrition disorders,1
ccoc1=cc=c(c=c1)nc(=o)c,Metabolism and nutrition disorders,1
c1=cc=c(c=c1)n=nc2=c(n=c(c=c2)n)n,Metabolism and nutrition disorders,1
cc(c(=o)nc1c2n(c1=o)c(c(s2)(c)c)c(=o)[o-])oc3=cc=cc=c3,Metabolism and nutrition disorders,1
cn(c)ccc(c1=cc=cc=c1)c2=cc=cc=n2,Metabolism and nutrition disorders,1
ccc1(c(=o)nc(=o)nc1=o)c2=cc=cc=c2,Metabolism and nutrition disorders,1
c1=cc=c2c(=c1)c(=o)oc2(c3=cc=c(c=c3)o)c4=cc=c(c=c4)o,Metabolism and nutrition disorders,1
cc(c)(cc1=cc=cc=c1)n,Metabolism and nutrition disorders,1
cncc(c1=cc(=cc=c1)o)o,Metabolism and nutrition disorders,1
cc1=nc(=c(c(=n1)cl)nc2=nccn2)oc,Metabolism and nutrition disorders,1
cc1=c(c(=o)c2=cc=cc=c2c1=o)cc=c(c)cccc(c)cccc(c)cccc(c)c,Metabolism and nutrition disorders,1
ccc1c(coc1=o)cc2=cn=cn2c,Metabolism and nutrition disorders,1
cc1=c(c(=cc=c1)c)nc(=o)cc23cccn2ccc3,Metabolism and nutrition disorders,1
cc1cc(=o)nn=c1c2=cc3=c(c=c2)n=c(n3)c4=cc=c(c=c4)oc,Metabolism and nutrition disorders,1
cc(c)ncc(coc1=cc=cc2=c1c=cn2)o,Metabolism and nutrition disorders,1
ccc1=cn=c(c=c1)ccoc2=cc=c(c=c2)cc3c(=o)nc(=o)s3,Metabolism and nutrition disorders,1
c1ccn(cc1)c2(ccn(cc2)cccc(=o)c3=cc=c(c=c3)f)c(=o)n,Metabolism and nutrition disorders,1
ccn1ccn(c(=o)c1=o)c(=o)nc(c2=cc=cc=c2)c(=o)nc3c4n(c3=o)c(c(s4)(c)c)c(=o)[o-],Metabolism and nutrition disorders,1
cc1(c(n2c(s1(=o)=o)cc2=o)c(=o)o)cn3c=cn=n3,Metabolism and nutrition disorders,1
c1cc(=o)n(c1)cc(=o)n,Metabolism and nutrition disorders,1
cc1c(c(cc(o1)oc2cc(cc3=c(c4=c(c(=c23)o)c(=o)c5=c(c4=o)c=cc=c5oc)o)(c(=o)co)o)n)oc6cccco6,Metabolism and nutrition disorders,0
cc(c)(c)ncc(c1=nc(=c(c=c1)o)co)o,Metabolism and nutrition disorders,1
cn1ccn(cc1)cc(=o)n2c3=cc=cc=c3c(=o)nc4=c2n=cc=c4,Metabolism and nutrition disorders,1
c1ccn(c1)c2=c(c(=cc(=c2)c(=o)o)s(=o)(=o)n)oc3=cc=cc=c3,Metabolism and nutrition disorders,1
c1cn(ccn1cc2=cc3=c(c=c2)oco3)c4=nc=cc=n4,Metabolism and nutrition disorders,1
cn1c(=c(nc2=cc=cc=n2)o)c(=o)c3=cc=cc=c3s1(=o)=o,Metabolism and nutrition disorders,1
cc(=cccc(=cccc(=cccc(=cco)c)co)c)c,Metabolism and nutrition disorders,1
ccc(c)ccccc(=o)nc(ccn)c(=o)nc(c(c)o)c(=o)nc(ccn)c(=o)nc1ccnc(=o)c(nc(=o)c(nc(=o)c(nc(=o)c(nc(=o)c(nc(=o)c(nc1=o)ccn)cc2=cc=cc=c2)cc(c)c)ccn)ccn)c(c)o,Metabolism and nutrition disorders,1
cc12ccc(=o)c=c1c=cc3c2ccc4(c3ccc4(ccc(=o)o)o)c,Metabolism and nutrition disorders,1
[cl-].[k+],Metabolism and nutrition disorders,1
[k+].[i-],Metabolism and nutrition disorders,1
cccnc1ccc2=c(c1)sc(=n2)n,Metabolism and nutrition disorders,1
c1=cc=c(c=c1)ccccoc2=cc=c(c=c2)c(=o)nc3=cc=cc4=c3oc(=cc4=o)c5=nnn=n5,Metabolism and nutrition disorders,1
cc(c1=cc2=c(c=c1)oc3=c(c2)c=cc=n3)c(=o)o,Metabolism and nutrition disorders,1
ccc(c)c(=o)oc1cc(c=c2c1c(c(c=c2)c)ccc(cc(cc(=o)o)o)o)o,Metabolism and nutrition disorders,1
c1cc1cn2c(=o)cn=c(c3=c2c=cc(=c3)cl)c4=cc=cc=c4,Metabolism and nutrition disorders,1
coc1=c(c=c2c(=c1)c(=nc(=n2)n3ccn(cc3)c(=o)c4=cc=co4)n)oc,Metabolism and nutrition disorders,1
cc12cc(c3c(c1ccc2(c(=o)co)o)ccc4=cc(=o)c=cc34c)o,Metabolism and nutrition disorders,1
cc(=o)occ(=o)c1(ccc2c1(cc(c3c2ccc4=cc(=o)c=cc34c)o)c)o,Metabolism and nutrition disorders,1
cc12cc(c3c(c1ccc2(c(=o)cop(=o)(o)o)o)ccc4=cc(=o)c=cc34c)o,Metabolism and nutrition disorders,1
cc12cc(=o)c3c(c1ccc2(c(=o)co)o)ccc4=cc(=o)c=cc34c,Metabolism and nutrition disorders,1
ccc1(c(=o)ncnc1=o)c2=cc=cc=c2,Metabolism and nutrition disorders,1
cccn(ccc)s(=o)(=o)c1=cc=c(c=c1)c(=o)o,Metabolism and nutrition disorders,1
cc(c)nc(=o)c1=cc=c(c=c1)cnnc,Metabolism and nutrition disorders,1
ccc(c(c1=c2c=cc(=o)nc2=c(c=c1)o)o)nc(c)c,Metabolism and nutrition disorders,1
cn1ccn(cc1)cccn2c3=cc=cc=c3sc4=c2c=c(c=c4)cl,Metabolism and nutrition disorders,1
c1ccc(cc1)c(ccn2cccc2)(c3=cc=cc=c3)o,Metabolism and nutrition disorders,1
cc(=o)c1ccc2c1(ccc3c2ccc4=cc(=o)ccc34c)c,Metabolism and nutrition disorders,1
cn(c)cccn1c2=cc=cc=c2sc3=cc=cc=c31,Metabolism and nutrition disorders,1
cc(cn1c2=cc=cc=c2sc3=cc=cc=c31)n(c)c,Metabolism and nutrition disorders,1
cccncc(coc1=cc=cc=c1c(=o)ccc2=cc=cc=c2)o,Metabolism and nutrition disorders,1
ccc(=o)c1=cc2=c(c=c1)sc3=cc=cc=c3n2cc(c)n(c)c,Metabolism and nutrition disorders,1
cccoc(c1=cc=cc=c1)(c2=cc=cc=c2)c(=o)oc3ccn(cc3)c,Metabolism and nutrition disorders,1
cc(c)c1=c(c(=cc=c1)c(c)c)o,Metabolism and nutrition disorders,1
cc(c)ncc(coc1=cc=cc2=cc=cc=c21)o,Metabolism and nutrition disorders,1
c[n+]1=cc=cc(=c1)oc(=o)n(c)c,Metabolism and nutrition disorders,1
ccc1=c(c(=nc(=n1)n)n)c2=cc=c(c=c2)cl,Metabolism and nutrition disorders,1
c1c(=s)n(c2=c(c=c(c=c2)cl)c(=n1)c3=cc=cc=c3f)cc(f)(f)f,Metabolism and nutrition disorders,1
c1cn(ccn1ccocco)c2=nc3=cc=cc=c3sc4=cc=cc=c42,Metabolism and nutrition disorders,1
ccoc(=o)c(ccc1=cc=cc=c1)nc(c)c(=o)n2cc3=cc=cc=c3cc2c(=o)o,Metabolism and nutrition disorders,1
cc1=c(c=cn=c1cs(=o)c2=nc3=cc=cc=c3n2)occcoc,Metabolism and nutrition disorders,1
cc(c(c1=cc=cc=c1)o)nc,Metabolism and nutrition disorders,1
c1ccn(cc1)ccoc2=cc=c(c=c2)c(=o)c3=c(sc4=c3c=cc(=c4)o)c5=cc=c(c=c5)o,Metabolism and nutrition disorders,1
ccoc(=o)c(ccc1=cc=cc=c1)nc(c)c(=o)n2c3cccc3cc2c(=o)o,Metabolism and nutrition disorders,1
cnc(=c[n+](=o)[o-])nccscc1=cc=c(o1)cn(c)c,Metabolism and nutrition disorders,1
cc1ccc2cc(c(=cc=cc=cc(cc(c(=o)c(c(c(=cc(c(=o)cc(oc(=o)c3ccccn3c(=o)c(=o)c1(o2)o)c(c)cc4ccc(c(c4)oc)o)c)c)o)oc)c)c)c)oc,Metabolism and nutrition disorders,1
c1=cc=c2c(=c1)c(=cc(=o)n2)cc(c(=o)o)nc(=o)c3=cc=c(c=c3)cl,Metabolism and nutrition disorders,1
c1=nc(=nn1c2c(c(c(o2)co)o)o)c(=o)n,Metabolism and nutrition disorders,1
cn(c)c(=o)c1=nn(c(=n1)cnc(=o)cn)c2=c(c=c(c=c2)cl)c(=o)c3=cc=cc=c3cl,Metabolism and nutrition disorders,1
c1=cc2=c(c=c1oc(f)(f)f)sc(=n2)n,Metabolism and nutrition disorders,1
cc1=c(c(=o)n2ccccc2=n1)ccn3ccc(cc3)c4=noc5=c4c=cc(=c5)f,Metabolism and nutrition disorders,1
cc(c)c1=nc(=cs1)cn(c)c(=o)nc(c(c)c)c(=o)nc(cc2=cc=cc=c2)cc(c(cc3=cc=cc=c3)nc(=o)occ4=cn=cs4)o,Metabolism and nutrition disorders,1
ccn(c)c(=o)oc1=cc=cc(=c1)c(c)n(c)c,Metabolism and nutrition disorders,1
cn(c)ccc1=cnc2=c1c=c(c=c2)cn3c=nc=n3,Metabolism and nutrition disorders,1
cs(=o)(=o)c1=cc=c(c=c1)c2=c(c(=o)oc2)c3=cc=cc=c3,Metabolism and nutrition disorders,1
cccn(ccc)ccc1=c2cc(=o)nc2=cc=c1,Metabolism and nutrition disorders,1
cc(=o)occ(=o)ncccoc1=cc=cc(=c1)cn2ccccc2,Metabolism and nutrition disorders,1
ccc1c(c(c(c(=nococcoc)c(cc(c(c(c(c(c(=o)o1)c)oc2cc(c(c(o2)c)o)(c)oc)c)oc3c(c(cc(o3)c)n(c)c)o)(c)o)c)c)o)(c)o,Metabolism and nutrition disorders,1
c1=cc=c(c=c1)ccccoccccccncc(c2=cc(=c(c=c2)o)co)o,Metabolism and nutrition disorders,1
cc1=cn(c(=o)nc1=o)c2c=cc(o2)co,Metabolism and nutrition disorders,1
cn(c)cc(coc1=cc=cc=c1ccc2=cc(=cc=c2)oc)oc(=o)ccc(=o)o,Metabolism and nutrition disorders,1
c1=cc=c(c(=c1)c(=o)oc2=cc=cc=c2c(=o)o)o,Metabolism and nutrition disorders,1
cn1c2cc(cc1c3c2o3)oc(=o)c(co)c4=cc=cc=c4,Metabolism and nutrition disorders,1
cc(cc1=cc=cc=c1)n(c)cc#c,Metabolism and nutrition disorders,1
c1=cc2=c(c(=c1)oc3c(c(c(c(o3)co)o)o)o)c(=o)c4=c(c2c5c6=c(c(=cc=c6)oc7c(c(c(c(o7)co)o)o)o)c(=o)c8=c5c=c(c=c8o)c(=o)o)c=c(c=c4o)c(=o)o,Metabolism and nutrition disorders,1
cnc1ccc(c2=cc=cc=c12)c3=cc(=c(c=c3)cl)cl,Metabolism and nutrition disorders,1
c(oc(c(f)(f)f)c(f)(f)f)f,Metabolism and nutrition disorders,1
cc(c)cc(c1(ccc1)c2=cc=c(c=c2)cl)n(c)c,Metabolism and nutrition disorders,1
cccc1=nn(c2=c1nc(=nc2=o)c3=c(c=cc(=c3)s(=o)(=o)n4ccn(cc4)c)occ)c,Metabolism and nutrition disorders,1
coc1=c(c=cc(=c1)c2c(oc3=c(o2)c=c(c=c3)c4c(c(=o)c5=c(c=c(c=c5o4)o)o)o)co)o,Metabolism and nutrition disorders,1
c1=cn=c(n=c1)[nh2+]s(=[oh+])(=o)c2=cc=c(c=c2)n.[ag+],Metabolism and nutrition disorders,1
c1=cn=c(n=c1)ns(=o)(=o)c2=cc=c(c=c2)n,Metabolism and nutrition disorders,1
c1coccn1[n+]2=cc(=n)o[n-]2,Metabolism and nutrition disorders,1
[na+].[cl-],Metabolism and nutrition disorders,1
[na+].[i-],Metabolism and nutrition disorders,0
c1=cc=nc(=c1)c(c2=cc=c(c=c2)os(=o)(=o)o)c3=cc=c(c=c3)os(=o)(=o)o,Metabolism and nutrition disorders,1
c1=cc(=cn=c1)cc(o)(p(=o)(o)o)p(=o)(o)o,Metabolism and nutrition disorders,1
cc(=ccoc1=cc=c(c=c1)c=cc(=o)c2=c(c=c(c=c2)occ=c(c)c)occ(=o)o)c,Metabolism and nutrition disorders,1
cc(c)ncc(c1=cc=c(c=c1)ns(=o)(=o)c)o,Metabolism and nutrition disorders,1
cc(=o)sc1cc2=cc(=o)ccc2(c3c1c4ccc5(c4(cc3)c)ccc(=o)o5)c,Metabolism and nutrition disorders,1
cc1=c(c=c(c=c1)nc(=o)c2=cc=c(c=c2)cn3ccn(cc3)c)nc4=nc=cc(=n4)c5=cn=cc=c5,Metabolism and nutrition disorders,1
cc1c(c(c(o1)oc2c(c(c(c(c2o)o)n=c(n)n)o)n=c(n)n)oc3c(c(c(c(o3)co)o)o)nc)(c=o)o,Metabolism and nutrition disorders,1
c1=cc=c(c=c1)nc(=o)ccccccc(=o)no,Metabolism and nutrition disorders,1
c[n+](c)(c)ccoc(=o)ccc(=o)occ[n+](c)(c)c,Metabolism and nutrition disorders,1
cc1(c(n2c(s1(=o)=o)cc2=o)c(=o)o)c,Metabolism and nutrition disorders,1
c1=cc(=cc=c1n)s(=o)(=o)n,Metabolism and nutrition disorders,1
cc1=c(c2=c(c1=cc3=cc=c(c=c3)s(=o)c)c=cc(=c2)f)cc(=o)o,Metabolism and nutrition disorders,1
ccn1cccc1cnc(=o)c2=c(c=cc(=c2)s(=o)(=o)n)oc,Metabolism and nutrition disorders,1
ccn1cccc1cnc(=o)c2=c(c=cc(=c2)s(=o)(=o)cc)oc,Metabolism and nutrition disorders,1
cns(=o)(=o)cc1=cc2=c(c=c1)nc=c2ccn(c)c,Metabolism and nutrition disorders,1
cc1cc(c2c(cc(c(o2)(c(=o)c(=o)n3ccccc3c(=o)oc(c(c(cc(=o)c(c=c(c1)c)cc=c)o)c)c(=cc4ccc(c(c4)oc)o)c)o)c)oc)oc,Metabolism and nutrition disorders,1
ccc(=c(c1=cc=cc=c1)c2=cc=c(c=c2)occn(c)c)c3=cc=cc=c3,Metabolism and nutrition disorders,1
c1cc2cc1c3c2c(=o)n(c3=o)ccccn4ccn(cc4)c5=nc=cc=n5,Metabolism and nutrition disorders,1
cc1cn(ccn1)c2=c(c=c3c(=c2oc)n(c=c(c3=o)c(=o)o)c4cc4)f,Metabolism and nutrition disorders,1
ccoc(=o)c1=cn=c(c=c1)c#cc2=cc3=c(c=c2)sccc3(c)c,Metabolism and nutrition disorders,1
cc(c)(cn=[ch-])oc.cc(c)(cn=[ch-])oc.cc(c)(cn=[ch-])oc.cc(c)(cn=[ch-])oc.cc(c)(cn=[ch-])oc.cc(c)(cn=[ch-])oc.[tc+6],Metabolism and nutrition disorders,1
c1cc(oc1)n2c=c(c(=o)nc2=o)f,Metabolism and nutrition disorders,1
cn1c2=c(c=c(c=c2)cl)c(=nc(c1=o)o)c3=cc=cc=c3,Metabolism and nutrition disorders,1
ccoc(=o)c(ccc1=cc=cc=c1)nc2csc(cn(c2=o)cc(=o)o)c3=cc=cs3,Metabolism and nutrition disorders,1
cn1c(=o)n2c=nc(=c2n=n1)c(=o)n,Metabolism and nutrition disorders,1
cn1c(=c(nc2=cc=cc=n2)o)c(=o)c3=c(s1(=o)=o)c=cs3,Metabolism and nutrition disorders,1
cc(=cccc(=cccc(=cccc(=cccc(=o)c)c)c)c)c,Metabolism and nutrition disorders,1
coc1=c(c=c2c(=c1)c(=nc(=n2)n3ccn(cc3)c(=o)c4ccco4)n)oc,Metabolism and nutrition disorders,1
cc(c)(c)c#cc=ccn(c)cc1=cc=cc2=cc=cc=c21,Metabolism and nutrition disorders,1
cc(c)(c)ncc(c1=cc(=cc(=c1)o)o)o,Metabolism and nutrition disorders,1
cc(c)n1ccn(cc1)c2=cc=c(c=c2)occ3coc(o3)(cn4c=nc=n4)c5=c(c=c(c=c5)cl)cl,Metabolism and nutrition disorders,1
cc12ccc3c(c1ccc2o)ccc4=cc(=o)ccc34c,Metabolism and nutrition disorders,1
ccccccc(=o)oc1ccc2c1(ccc3c2ccc4=cc(=o)ccc34c)c,Metabolism and nutrition disorders,1
cc1(c2cc3c(c(=o)c(=c(n)o)c(=o)c3(c(=o)c2=c(c4=c1c=cc=c4o)o)o)n(c)c)o,Metabolism and nutrition disorders,1
c1cc(=o)nc(=o)c1n2c(=o)c3=cc=cc=c3c2=o,Metabolism and nutrition disorders,1
cn1ccccc1ccn2c3=cc=cc=c3sc4=c2c=c(c=c4)sc,Metabolism and nutrition disorders,1
c1cn1p(=s)(n2cc2)n3cc3,Metabolism and nutrition disorders,1
cn1ccn(cc1)ccc=c2c3=cc=cc=c3sc4=c2c=c(c=c4)s(=o)(=o)n(c)c,Metabolism and nutrition disorders,1
cc1=c(sc=c1)c(=cccn2cccc(c2)c(=o)o)c3=c(c=cs3)c,Metabolism and nutrition disorders,1
ccn(cc)ccnc(=o)c1=c(c=cc(=c1)s(=o)(=o)c)oc,Metabolism and nutrition disorders,1
cc(c1=cc=c(s1)c(=o)c2=cc=cc=c2)c(=o)o,Metabolism and nutrition disorders,1
c1cn(ccn1cco)c(=o)cn2c3=c(c=cc(=c3)cl)sc2=o,Metabolism and nutrition disorders,1
cc1cc2=c(ccc(=o)c2)c3c1c4ccc(c4(cc3)c)(c#c)o,Metabolism and nutrition disorders,1
cc1(c(n2c(s1)c(c2=o)nc(=o)c(c3=csc=c3)c(=o)o)c(=o)o)c,Metabolism and nutrition disorders,1
c1cn(cc2=c1sc=c2)cc3=cc=cc=c3cl,Metabolism and nutrition disorders,1
cc(c)(c)ncc(coc1=nsn=c1n2ccocc2)o,Metabolism and nutrition disorders,1
c1=cc(=c(c=c1cl)cl)c(cn2c=cn=c2)occ3=c(sc=c3)cl,Metabolism and nutrition disorders,0
ccccs(=o)(=o)nc(cc1=cc=c(c=c1)occccc2ccncc2)c(=o)o,Metabolism and nutrition disorders,0
c1cn=c(n1)nc2=c(c=cc3=nsn=c32)cl,Metabolism and nutrition disorders,1
c1c(c(c(c(c1n)oc2c(c(c(c(o2)co)o)n)o)o)oc3c(cc(c(o3)cn)o)n)n,Metabolism and nutrition disorders,1
cc1=c2c(=c(c(=c1c)oc(=o)c3=cn=cc=c3)c)ccc(o2)(c)cccc(c)cccc(c)cccc(c)c,Metabolism and nutrition disorders,1
ccc1c(=nn=c(c2=cc(=c(c=c12)oc)oc)c3=cc(=c(c=c3)oc)oc)c,Metabolism and nutrition disorders,1
ccccnc(=o)ns(=o)(=o)c1=cc=c(c=c1)c,Metabolism and nutrition disorders,1
cc1=cc(=c(c=c1)o)c(ccn(c(c)c)c(c)c)c2=cc=cc=c2,Metabolism and nutrition disorders,1
cc1(oc2coc3(c(c2o1)oc(o3)(c)c)cos(=o)(=o)n)c,Metabolism and nutrition disorders,1
ccc1(c2=c(coc1=o)c(=o)n3cc4=c(c3=c2)n=c5c=cc(=c(c5=c4)cn(c)c)o)o,Metabolism and nutrition disorders,1
cn(c)ccoc1=cc=c(c=c1)c(=c(cccl)c2=cc=cc=c2)c3=cc=cc=c3,Metabolism and nutrition disorders,1
c1cn(cc1n)c2=c(c=c3c(=o)c(=cn(c3=n2)c4=c(c=c(c=c4)f)f)c(=o)o)f,Metabolism and nutrition disorders,0
cn(c)cc1ccccc1(c2=cc(=cc=c2)oc)o,Metabolism and nutrition disorders,1
c1ccc2=c(c1)c=cc=c2nc3=nccn3,Metabolism and nutrition disorders,1
ccoc(=o)c(ccc1=cc=cc=c1)nc(c)c(=o)n2c3ccccc3cc2c(=o)o,Metabolism and nutrition disorders,1
c1cc(ccc1cn)c(=o)o,Metabolism and nutrition disorders,1
coc1=c(c=c(c=c1)c=cc(=o)nc2=cc=cc=c2c(=o)o)oc,Metabolism and nutrition disorders,1
c1c(c1n)c2=cc=cc=c2,Metabolism and nutrition disorders,1
c1cn(ccn1cccn2c(=o)n3c=cc=cc3=n2)c4=cc(=cc=c4)cl,Metabolism and nutrition disorders,1
c1ccn(c1)cc#ccn2cccc2,Metabolism and nutrition disorders,1
cc1=c(c(ccc1)(c)c)c=cc(=cc=cc(=cc(=o)o)c)c,Metabolism and nutrition disorders,1
cc12cc(c3(c(c1cc(c2(c(=o)co)o)o)ccc4=cc(=o)c=cc43c)f)o,Metabolism and nutrition disorders,1
c1=cc=c(c=c1)c2=nc3=c(n=c2n)n=c(n=c3n)n,Metabolism and nutrition disorders,1
cc1=nn=c2n1c3=c(c=c(c=c3)cl)c(=nc2)c4=cc=cc=c4cl,Metabolism and nutrition disorders,1
c1=c2c(=cc(=c1cl)s(=o)(=o)n)s(=o)(=o)nc(n2)c(cl)cl,Metabolism and nutrition disorders,1
cn1ccn(cc1)cccn2c3=cc=cc=c3sc4=c2c=c(c=c4)c(f)(f)f,Metabolism and nutrition disorders,1
c1ccc(cc1)c(ccn2ccccc2)(c3=cc=cc=c3)o,Metabolism and nutrition disorders,1
ccc(coc(=o)c1=cc(=c(c(=c1)oc)oc)oc)(c2=cc=cc=c2)n(c)c,Metabolism and nutrition disorders,1
cn(c)ccoc1=cc=c(c=c1)cnc(=o)c2=cc(=c(c(=c2)oc)oc)oc,Metabolism and nutrition disorders,1
coc1=cc(=cc(=c1oc)oc)cc2=cn=c(n=c2n)n,Metabolism and nutrition disorders,1
cc(cn1c2=cc=cc=c2ccc3=cc=cc=c31)cn(c)c,Metabolism and nutrition disorders,1
cc1=cc=c(c=c1)c(=ccn2cccc2)c3=cc=cc=n3,Metabolism and nutrition disorders,1
cc1=c(c(=c2ccc(oc2=c1c)(c)coc3=cc=c(c=c3)cc4c(=o)nc(=o)s4)c)o,Metabolism and nutrition disorders,1
ccn(cc1=cc=nc=c1)c(=o)c(co)c2=cc=cc=c2,Metabolism and nutrition disorders,1
cn1c2ccc1cc(c2)oc(=o)c3=cnc4=cc=cc=c43,Metabolism and nutrition disorders,1
c1cc[n+]2(c1)c3ccc2cc(c3)oc(=o)c(c4=cc=cc=c4)(c5=cc=cc=c5)o,Metabolism and nutrition disorders,1
coc1=cc(=cc(=c1oc)oc)c(=o)nc2cccnc2,Metabolism and nutrition disorders,1
cc(c)(c)ncc(c1=cc=cc=c1cl)o,Metabolism and nutrition disorders,1
cc(c)nc1=c(n=cc=c1)n2ccn(cc2)c(=o)c3=cc4=c(n3)c=cc(=c4)ns(=o)(=o)c,Metabolism and nutrition disorders,1
cn1c(=cc(=o)n(c1=o)c)ncccn2ccn(cc2)c3=cc=cc=c3oc,Metabolism and nutrition disorders,1
cc(ccc(=o)o)c1ccc2c1(ccc3c2c(cc4c3(ccc(c4)o)c)o)c,Metabolism and nutrition disorders,1
cc(c)c(c(=o)occocn1c=nc2=c1nc(=nc2=o)n)n,Metabolism and nutrition disorders,1
ccccc(=o)n(cc1=cc=c(c=c1)c2=cc=cc=c2c3=nnn=n3)c(c(c)c)c(=o)o,Metabolism and nutrition disorders,1
cc1c(c(cc(o1)oc2c(c(c(oc2oc3=c4c=c5c=c3oc6=c(c=c(c=c6)c(c(c(=o)nc(c(=o)nc5c(=o)nc7c8=cc(=c(c=c8)o)c9=c(c=c(c=c9c(nc(=o)c(c(c1=cc(=c(o4)c=c1)cl)o)nc7=o)c(=o)o)o)o)cc(=o)n)nc(=o)c(cc(c)c)nc)o)cl)co)o)o)(c)n)o,Metabolism and nutrition disorders,1
cn(c)cc(c1=cc=c(c=c1)oc)c2(ccccc2)o,Metabolism and nutrition disorders,1
c=cc(ccc(=o)o)n,Metabolism and nutrition disorders,1
ccc1=cc2cc(c3=c(cn(c2)c1)c4=cc=cc=c4n3)(c5=c(c=c6c(=c5)c78ccn9c7c(c=cc9)(c(c(c8n6c)(c(=o)oc)o)oc(=o)c)cc)oc)c(=o)oc,Metabolism and nutrition disorders,1
c1c(c(c(c(c1(co)o)o)o)o)nc(co)co,Metabolism and nutrition disorders,1
cc1=cc(=cc(=c1cc2=nccn2)c)c(c)(c)c,Metabolism and nutrition disorders,0
cc1=cc=cc=c1s(=o)(=o)nc(=o)c2=cc(=c(c=c2)cc3=cn(c4=c3c=c(c=c4)nc(=o)oc5cccc5)c)oc,Metabolism and nutrition disorders,1
c1cc(oc1co)n2c=cc(=nc2=o)n,Metabolism and nutrition disorders,1
ccn(c1=cc=cc(=c1)c2=cc=nc3=c(c=nn23)c#n)c(=o)c,Metabolism and nutrition disorders,1
cc(c1=cc2=c(c=c1)sc3=cc=cc=c3c(=o)c2)c(=o)o,Metabolism and nutrition disorders,1
cc(=o)nc1c(c=c(oc1c(c(co)o)o)c(=o)o)n=c(n)n,Metabolism and nutrition disorders,1
cc1=cn(c(=o)nc1=o)c2cc(c(o2)co)n=[n+]=[n-],Metabolism and nutrition disorders,1
cn(c)ccc1=cnc2=c1c=c(c=c2)cc3coc(=o)n3,Metabolism and nutrition disorders,1
cc1=cc=c(c=c1)c2=c(n3c=c(c=cc3=n2)c)cc(=o)n(c)c,Metabolism and nutrition disorders,1
c1=cc=c2c(=c1)c(=no2)cs(=o)(=o)n,Metabolism and nutrition disorders,1
cn1ccn(cc1)c(=o)oc2c3=nc=cn=c3c(=o)n2c4=nc=c(c=c4)cl,Metabolism and nutrition disorders,1
cn(c)ccoc1=cc2=cc=cc=c2sc3=c1c=c(c=c3)cl,Metabolism and nutrition disorders,1
cc1=c(c(=o)c2=c(c1=o)n3cc4c(c3(c2coc(=o)n)oc)n4)n,Metabolism and nutrition disorders,0
ccc(c)c1c(=o)nc(c(=o)nc(c(=o)nc(csscc(c(=o)nc(c(=o)n1)cc2=cc=c(c=c2)o)n)c(=o)n3cccc3c(=o)nc(cc(c)c)c(=o)ncc(=o)n)cc(=o)n)ccc(=o)n,Metabolism and nutrition disorders,1
cc(=o)oc1(ccc2c1(ccc3c2ccc4=cc(=o)ccc34)c)c#c,Metabolism and nutrition disorders,1
cc1cc2c3ccc(c3(cc(c2c4(c1=cc(=o)c=c4)c)o)c)(c(=o)coc(=o)c)o,Metabolism and nutrition disorders,1
cc12ccc3c(c1ccc2(c)o)ccc4c3(coc(=o)c4)c,Metabolism and nutrition disorders,1
